Date,Price,EB
2023-01-05,16839.02871822,2251349.28165583
2023-01-06,16955.91623147,2248880.11137684
2023-01-07,16942.72445554,2251206.87540193
2023-01-08,17132.67774701,2252567.4624205
2023-01-09,17186.40558951,2248332.669067
2023-01-10,17444.8276131,2248426.97443507
2023-01-11,17949.45204305,2245309.83989392
2023-01-12,18849.86498793,2249894.64053522
2023-01-13,19933.9879089,2238710.81341058
2023-01-14,20957.60762512,2245588.46025706
2023-01-15,20876.46572975,2247237.11566927
2023-01-16,21189.25077986,2241663.77913691
2023-01-17,21144.60000095,2232146.85831001
2023-01-18,20689.47771613,2229675.9811004
2023-01-19,21081.07666877,2231294.97923068
2023-01-20,22680.26386993,2216991.52862624
2023-01-21,22779.96843815,2220983.86174846
2023-01-22,22710.93675046,2221770.79615937
2023-01-23,22914.76740624,2223233.32969429
2023-01-24,22628.66611902,2219319.23770162
2023-01-25,23063.02380714,2220517.26049979
2023-01-26,23005.0424483,2221041.47610733
2023-01-27,23058.93129315,2214608.4495294
2023-01-28,23022.53674038,2214551.14028325
2023-01-29,23739.79381357,2217295.50035315
2023-01-30,22826.53182178,2222793.64258629
2023-01-31,23126.08256331,2222380.92169119
2023-02-01,23723.55895502,2228657.5021009
2023-02-02,23483.51602015,2225631.91162107
2023-02-03,23424.91487064,2221114.8604886
2023-02-04,23321.42204343,2219862.98300604
2023-02-05,22938.12222337,2222216.22341885
2023-02-06,22757.13674758,2221295.55131386
2023-02-07,23237.14193867,2217196.73098344
2023-02-08,22951.79497931,2217339.34918856
2023-02-09,21790.11076223,2217408.73774522
2023-02-10,21625.45213963,2222575.14701937
2023-02-11,21850.66592998,2225780.96426022
2023-02-12,21779.98969327,2226207.21498584
2023-02-13,21764.94123725,2224206.5715623
2023-02-14,22201.67204949,2226812.58398211
2023-02-15,24328.38683175,2233034.65222182
2023-02-16,23530.28085291,2240362.22560561
2023-02-17,24576.16727326,2240348.18781819
2023-02-18,24619.40472521,2240709.19495637
2023-02-19,24255.26520443,2239037.02986084
2023-02-20,24816.2423123,2242055.74203759
2023-02-21,24452.2940641,2239787.35983971
2023-02-22,24179.38497478,2236871.51225705
2023-02-23,23937.39992857,2237312.34344976
2023-02-24,23179.59739747,2239277.83878723
2023-02-25,23154.03784075,2241940.09813367
2023-02-26,23555.64163456,2242885.86386437
2023-02-27,23490.71911153,2242159.41972737
2023-02-28,23135.84952056,2244150.58964508
2023-03-01,23622.7026667,2245636.63980576
2023-03-02,23464.9627514,2247995.92914488
2023-03-03,22364.17418467,2243071.89398519
2023-03-04,22345.41401931,2245099.54384968
2023-03-05,22429.58890162,2247741.31671268
2023-03-06,22412.38880552,2250330.23047231
2023-03-07,22198.01178174,2247451.73544756
2023-03-08,21704.108584,2238112.18421493
2023-03-09,20355.34780198,2240219.79772218
2023-03-10,20095.89434653,2229043.84818736
2023-03-11,20314.65810323,2219187.4848389
2023-03-12,21852.96352843,2219638.73949762
2023-03-13,24073.68313355,2247491.2440637
2023-03-14,24613.03165754,2262492.53603572
2023-03-15,24209.71698364,2264931.90627841
2023-03-16,24958.52259503,2266885.64214439
2023-03-17,27350.82188556,2284878.50594892
2023-03-18,26857.44904455,2288852.8672456
2023-03-19,27896.20793352,2299105.00918821
2023-03-20,27658.77395342,2299866.37086505
2023-03-21,28067.86438971,2297898.94693189
2023-03-22,27273.56735241,2283157.1444792
2023-03-23,28257.16725921,2285381.53164378
2023-03-24,27407.71764821,2286806.9917382
2023-03-25,27440.26319854,2288179.71836205
2023-03-26,27962.83068325,2286362.52669168
2023-03-27,27114.7530494,2284985.9447517
2023-03-28,27250.37859313,2280707.16405282
2023-03-29,28345.93644028,2278334.27771799
2023-03-30,28025.7108497,2276943.06924783
2023-03-31,28464.4418619,2271929.91658044
2023-04-01,28448.97731767,2272642.3579597
2023-04-02,28164.92281014,2273468.98815009
2023-04-03,27795.52910917,2274553.41715922
2023-04-04,28176.58467092,2272640.4004615
2023-04-05,28161.67032531,2275487.98938067
2023-04-06,28036.31625212,2275419.71806342
2023-04-07,27935.1542501,2274553.55842259
2023-04-08,27949.03761575,2275148.12597782
2023-04-09,28311.58654097,2276196.05704754
2023-04-10,29642.0794302,2281114.81038964
2023-04-11,30211.73631307,2281773.98415172
2023-04-12,29877.21780279,2293273.34515475
2023-04-13,30364.26973878,2287917.87007728
2023-04-14,30457.07318506,2284349.20629087
2023-04-15,30290.98741936,2284330.95442104
2023-04-16,30312.68105301,2286283.88679516
2023-04-17,29415.97537733,2288571.57391423
2023-04-18,30370.87307502,2289428.00182693
2023-04-19,28785.82994981,2293386.63332303
2023-04-20,28244.67557492,2300636.69882014
2023-04-21,27255.44783858,2306119.56465543
2023-04-22,27807.68649279,2306484.50924889
2023-04-23,27583.6101678,2305613.15358161
2023-04-24,27495.7116801,2307132.504604
2023-04-25,28299.11000692,2306307.35953239
2023-04-26,28410.52401831,2310112.50961555
2023-04-27,29471.25547671,2313114.13224223
2023-04-28,29303.27194177,2312284.51610623
2023-04-29,29218.4975913,2311041.19382752
2023-04-30,29206.32816037,2311413.23730905
2023-05-01,28050.47720741,2319396.0797736
2023-05-02,28619.71627016,2314554.78115779
2023-05-03,29006.50777364,2314708.27863667
2023-05-04,28838.89804898,2315543.84248213
2023-05-05,29464.95077256,2309559.67661687
2023-05-06,28638.6850783,2307240.19491667
2023-05-07,28282.38542606,2305632.00686172
2023-05-08,27640.84539726,2301648.52548125
2023-05-09,27596.34139318,2303781.48844951
2023-05-10,27528.91633317,2297030.37180645
2023-05-11,26970.5495923,2305256.24987655
2023-05-12,26780.94353192,2300542.60377656
2023-05-13,26766.88479147,2300275.55910055
2023-05-14,26915.81951569,2301284.11619157
2023-05-15,27159.6446904,2278489.79972021
2023-05-16,27031.89364021,2282825.62048511
2023-05-17,27412.05104935,2283005.61053798
2023-05-18,26825.79142951,2286525.99922806
2023-05-19,26882.29524284,2286274.72816702
2023-05-20,27095.48989026,2286803.33057968
2023-05-21,26735.53281801,2288138.95498198
2023-05-22,26847.30899935,2289993.80538608
2023-05-23,27223.15685244,2292878.54554472
2023-05-24,26325.41750628,2292257.81988417
2023-05-25,26469.5519955,2273882.6719774
2023-05-26,26709.04136663,2268160.08490794
2023-05-27,26868.63462227,2269030.32468602
2023-05-28,28076.06006144,2270629.94244563
2023-05-29,27739.72254738,2270028.54124838
2023-05-30,27699.16609062,2270674.1888939
2023-05-31,27218.12915068,2271919.23063242
2023-06-01,26816.18939086,2275715.87684742
2023-06-02,27251.62341213,2269926.89268641
2023-06-03,27077.68662463,2273576.96332504
2023-06-04,27128.88049126,2275184.77560706
2023-06-05,25736.26775341,2269064.79942008
2023-06-06,27247.46649769,2263976.87681434
2023-06-07,26780.69823908,2252714.69433476
2023-06-08,26520.71982819,2250584.50308932
2023-06-09,26476.49068958,2249475.42313769
2023-06-10,25866.22283399,2247527.44577724
2023-06-11,25948.79699489,2244300.385343
2023-06-12,26015.42043098,2240995.22893305
2023-06-13,25949.08820227,2244765.89859283
2023-06-14,25154.87282471,2245705.78291283
2023-06-15,25580.73580175,2239858.86752147
2023-06-16,26331.46419906,2237478.48347715
2023-06-17,26511.92683597,2235577.72288669
2023-06-18,26342.35930555,2236660.12019551
2023-06-19,26846.43619591,2236360.71166166
2023-06-20,28311.60201422,2233297.92645373
2023-06-21,30005.06032438,2231881.11960951
2023-06-22,30021.17600517,2223973.86688336
2023-06-23,30742.53768068,2225223.40540744
2023-06-24,30544.15505339,2224728.06361823
2023-06-25,31125.2357688,2225975.73371675
2023-06-26,30270.48655243,2229517.51476429
2023-06-27,30772.220058,2230638.01081313
2023-06-28,30642.3702591,2230492.32646522
2023-06-29,30506.18949199,2231985.04952359
2023-06-30,30604.46267271,2235549.73232355
2023-07-01,30670.80359379,2216742.77188496
2023-07-02,31548.83873083,2217738.15280666
2023-07-03,31533.07514008,2219669.97043522
2023-07-04,30768.90367947,2219916.46092496
2023-07-05,30496.85478407,2221032.13073125
2023-07-06,29900.43540687,2215311.79541527
2023-07-07,29806.51715183,2211137.46986156
2023-07-08,30292.34750174,2213783.55343011
2023-07-09,28857.51358925,2215139.75838474
2023-07-10,30366.47317462,2215335.27931057
2023-07-11,30462.14360506,2212980.78055634
2023-07-12,29309.43164154,2211124.80453585
2023-07-13,30329.0545434,2214714.90288151
2023-07-14,30233.67011576,2205330.59836695
2023-07-15,30118.63909867,2203514.28937004
2023-07-16,30026.8524384,2204244.11945499
2023-07-17,30106.54215311,2202082.59965355
2023-07-18,29777.42289562,2201027.51976329
2023-07-19,29912.25337363,2200315.51831923
2023-07-20,29562.07791186,2200970.8567286
2023-07-21,29847.41372662,2200210.26747299
2023-07-22,29797.61484566,2200153.77649588
2023-07-23,30143.85736538,2200679.84222667
2023-07-24,29178.56204868,2200280.46655717
2023-07-25,29228.81028246,2199722.70423171
2023-07-26,29363.4780468,2200601.7696433
2023-07-27,29234.77866168,2207140.29505787
2023-07-28,29335.93404098,2210271.91644
2023-07-29,29386.99591412,2211242.72726988
2023-07-30,29280.57518655,2211667.4647417
2023-07-31,29232.53526415,2212425.10334056
2023-08-01,29745.98282727,2215261.74812347
2023-08-02,29190.94898684,2209490.7730039
2023-08-03,29171.19498284,2206476.82095275
2023-08-04,29116.38781879,2204354.74671219
2023-08-05,29090.44330094,2207375.85702284
2023-08-06,29042.843802,2207935.11421566
2023-08-07,29191.43007472,2211486.67103694
2023-08-08,29772.93449358,2200364.83565875
2023-08-09,29581.35206494,2203085.23209972
2023-08-10,29433.32040937,2197610.84920939
2023-08-11,29400.78988591,2199088.66829518
2023-08-12,29348.05795571,2201732.55768403
2023-08-13,29278.08951005,2202931.20739991
2023-08-14,29415.89838822,2192970.96372224
2023-08-15,29167.73226477,2191658.64151192
2023-08-16,28713.39322243,2195805.66807291
2023-08-17,26627.13902244,2194267.12298088
2023-08-18,26062.45079623,2190317.80615585
2023-08-19,26097.92938395,2188720.53587033
2023-08-20,26188.97842406,2187108.80016867
2023-08-21,26128.04435631,2182443.34344899
2023-08-22,26034.73813261,2177673.99996084
2023-08-23,26428.67899143,2172137.13821344
2023-08-24,26194.99966299,2168753.76227133
2023-08-25,26065.74116348,2162850.07445861
2023-08-26,26007.93961599,2163691.15780819
2023-08-27,26088.7535145,2163641.65302181
2023-08-28,26101.56974993,2164022.9922866
2023-08-29,27709.68253163,2159215.99561123
2023-08-30,27310.66188611,2159463.24945872
2023-08-31,25932.39082058,2165328.0171464
2023-09-01,25797.64247735,2176131.18992183
2023-09-02,25866.04196173,2176152.24843438
2023-09-03,25982.82796859,2174561.35311365
2023-09-04,25831.217109,2172425.27745592
2023-09-05,25788.44010848,2171809.11640889
2023-09-06,25750.72383622,2177531.43841082
2023-09-07,26260.1225855,2178972.86631748
2023-09-08,25907.15800397,2169736.77776021
2023-09-09,25898.42245087,2171355.11608035
2023-09-10,25828.58994241,2171539.09153776
2023-09-11,25156.77024655,2168453.45895933
2023-09-12,25841.84499355,2166003.50177118
2023-09-13,26222.56494444,2166359.35286015
2023-09-14,26527.91409398,2168245.48560294
2023-09-15,26592.45512528,2161488.61166407
2023-09-16,26566.52246038,2160665.89738823
2023-09-17,26532.2857223,2160323.66839808
2023-09-18,26756.0825584,2160204.05588974
2023-09-19,27215.99888781,2159271.7565945
2023-09-20,27121.37253826,2155424.04894244
2023-09-21,26565.94336991,2157038.90532038
2023-09-22,26579.48781671,2159564.81815183
2023-09-23,26578.19096929,2158412.36934116
2023-09-24,26262.54718595,2158742.59540324
2023-09-25,26295.8356626,2156855.58801589
2023-09-26,26210.38754645,2159449.02395907
2023-09-27,26356.69482824,2159591.93268672
2023-09-28,27025.39013992,2154978.57801702
2023-09-29,26906.19374443,2153963.27245326
2023-09-30,26960.20091248,2154805.57919384
2023-10-01,27999.2806995,2157332.32187918
2023-10-02,27498.83547556,2162884.86013211
2023-10-03,27430.7891921,2162177.01195423
2023-10-04,27779.99810022,2160621.13609874
2023-10-05,27412.01782451,2158903.41540561
2023-10-06,27944.83241841,2154752.11312444
2023-10-07,27975.63046524,2154275.41188736
2023-10-08,27933.97910027,2154477.90038921
2023-10-09,27621.5128373,2159147.99412939
2023-10-10,27390.48408524,2157550.01925001
2023-10-11,26880.67343404,2163278.01959441
2023-10-12,26753.26985084,2169228.61916499
2023-10-13,26864.89215506,2170691.42141328
2023-10-14,26857.0294329,2151717.7494663
2023-10-15,27173.01508823,2149774.71122177
2023-10-16,28516.4788056,2142858.98943397
2023-10-17,28408.18045663,2136039.65931783
2023-10-18,28328.1397301,2132686.15446362
2023-10-19,28716.06436663,2127802.54553357
2023-10-20,29665.93659157,2128901.98616213
2023-10-21,29905.9961674,2131988.66172408
2023-10-22,29997.89153686,2132430.95680626
2023-10-23,33059.69548881,2135269.52401002
2023-10-24,33922.01573201,2137709.61947963
2023-10-25,34501.10418438,2143435.50238663
2023-10-26,34164.60264017,2143274.38302694
2023-10-27,33902.25380052,2143047.16725201
2023-10-28,34089.31594522,2144103.84800136
2023-10-29,34534.68005517,2143768.06836869
2023-10-30,34484.67553733,2142693.28683903
2023-10-31,34645.93618383,2141604.33646806
2023-11-01,35407.84269537,2140364.6940114
2023-11-02,34942.73267569,2147232.09657323
2023-11-03,34718.77887503,2137290.3258053
2023-11-04,35053.4832025,2137020.37365734
2023-11-05,35007.37015601,2137777.47446799
2023-11-06,35053.96732569,2139738.68302514
2023-11-07,35417.41387755,2138424.07135188
2023-11-08,35637.51471821,2130369.40138048
2023-11-09,36704.38611454,2088403.59505185
2023-11-10,37316.85589147,2114794.54144573
2023-11-11,37134.31028861,2116097.14476049
2023-11-12,37078.04033963,2116181.1093003
2023-11-13,36454.85769579,2116804.70269757
2023-11-14,35554.39582294,2118162.94526096
2023-11-15,37888.52055649,2117693.41746566
2023-11-16,36160.95507131,2117913.76680376
2023-11-17,36634.87712617,2113855.62176926
2023-11-18,36599.57159532,2114204.62901973
2023-11-19,37384.75846402,2113176.15145961
2023-11-20,37470.80798014,2109697.70510977
2023-11-21,35757.67429954,2102694.05645369
2023-11-22,37419.70671631,2089783.41584524
2023-11-23,37297.13397604,2087442.29148646
2023-11-24,37723.66984347,2085231.67724419
2023-11-25,37784.13808876,2084317.04213762
2023-11-26,37455.81673681,2082055.49732932
2023-11-27,37241.78576707,2081460.76491767
2023-11-28,37820.13904329,2074410.86468723
2023-11-29,37860.45322993,2070778.1623664
2023-11-30,37730.07174673,2068615.60133115
2023-12-01,38689.02704006,2070458.23367682
2023-12-02,39464.8803296,2067164.03032436
2023-12-03,39979.25172682,2066509.6901672
2023-12-04,41987.24804245,2071762.98577431
2023-12-05,44078.11000969,2060245.58627261
2023-12-06,43759.8763806,2066938.16772469
2023-12-07,43278.54960753,2073634.85335348
2023-12-08,44185.27886651,2077604.06028281
2023-12-09,43715.80617941,2082322.17068642
2023-12-10,43790.28486525,2084732.42391584
2023-12-11,41239.07806816,2096141.07605966
2023-12-12,41483.72812345,2097985.69482803
2023-12-13,42877.57710686,2100460.11076085
2023-12-14,43025.99573554,2096889.49397338
2023-12-15,41938.33692261,2099551.26314558
2023-12-16,42272.72546646,2092549.35396617
2023-12-17,41368.56431921,2097746.81004332
2023-12-18,42656.29444523,2097393.85002711
2023-12-19,42272.0817623,2097103.52938057
2023-12-20,43642.73462761,2098237.78830696
2023-12-21,43872.88938469,2092949.44306518
2023-12-22,43996.20193549,2087122.26935884
2023-12-23,43720.35972787,2085378.64060712
2023-12-24,42999.18037114,2070985.46254153
2023-12-25,43579.88668785,2082936.93619505
2023-12-26,42515.07149304,2096363.97399222
2023-12-27,43465.37145774,2072115.50607262
2023-12-28,42570.29638749,2068965.16772846
2023-12-29,42067.50356945,2064424.47031585
2023-12-30,42142.34165515,2082209.12247376
2023-12-31,42285.79990504,2089208.12512535
2024-01-01,44192.0413627,2087847.00011004
2024-01-02,44966.3782777,2087030.9320642
2024-01-03,42849.53365784,2089460.31119677
2024-01-04,44170.17969429,2090975.91768885
2024-01-05,44164.7976135,2090180.38256815
2024-01-06,43977.87572846,2086196.09161816
2024-01-07,43936.49840188,2084826.5907519
2024-01-08,46960.17529701,2090080.52951893
2024-01-09,46117.9864666,2089961.64734766
2024-01-10,46653.80537022,2096513.11584243
2024-01-11,46341.63393419,2101590.64148462
2024-01-12,42780.38173439,2104191.27202951
2024-01-13,42844.26839068,2100154.89035682
2024-01-14,41714.57317343,2099080.93227597
2024-01-15,42511.05565013,2101804.36474498
2024-01-16,43132.77592026,2095501.76730561
2024-01-17,42752.27252116,2095963.87060735
2024-01-18,41310.54949448,2098018.2101942
2024-01-19,41638.23816788,2099489.36199254
2024-01-20,41697.02019837,2099953.46428127
2024-01-21,41567.28798181,2099407.6662648
2024-01-22,39544.57959862,2101983.92502633
2024-01-23,39891.77501377,2105158.53968846
2024-01-24,40080.49514505,2105705.41534286
2024-01-25,39957.11303185,2106054.36524032
2024-01-26,41815.49323858,2102673.73496885
2024-01-27,42124.51647423,2100833.72561124
2024-01-28,42034.01361035,2100265.41581977
2024-01-29,43301.50635618,2101252.05082877
2024-01-30,42947.03259521,2087119.26963759
2024-01-31,42550.42340591,2085965.78746317
2024-02-01,43077.43508729,2088818.38339181
2024-02-02,43182.61001903,2085009.69358786
2024-02-03,43006.48935636,2084615.37390848
2024-02-04,42576.80743975,2086658.65951905
2024-02-05,42655.02897506,2091909.15317158
2024-02-06,43095.00318744,2093731.46577956
2024-02-07,44333.55052005,2088176.03364176
2024-02-08,45295.42672574,2081684.70764014
2024-02-09,47156.36113188,2078092.46926246
2024-02-10,47766.42443438,2077768.66631064
2024-02-11,48318.37722542,2082307.44760379
2024-02-12,49935.91029872,2083685.92183992
2024-02-13,49705.97601225,2077675.72669562
2024-02-14,51853.39194779,2082215.27477625
2024-02-15,51937.01533322,2073451.24069838
2024-02-16,52161.27090178,2068426.85063541
2024-02-17,51657.30803464,2068197.5224252
2024-02-18,52154.01766025,2070407.79455794
2024-02-19,51784.47099727,2052338.93816734
2024-02-20,52254.4845603,2046502.95255417
2024-02-21,51852.84024713,2048225.3887126
2024-02-22,51257.48651911,2049542.76117626
2024-02-23,50744.45026048,2044046.29357691
2024-02-24,51570.60998756,2045028.07118592
2024-02-25,51731.38799882,2045043.21374702
2024-02-26,54525.05331207,2035828.05314177
2024-02-27,57067.7171113,2036658.45080118
2024-02-28,62502.9720121,2039983.31286722
2024-02-29,61182.51156645,2039172.80521226
2024-03-01,62413.09024215,2019234.13596314
2024-03-02,62018.6697068,2019713.66084418
2024-03-03,63126.6418605,2022667.47800681
2024-03-04,68290.49512998,2027108.36601713
2024-03-05,63741.65233667,2036933.20050855
2024-03-06,66107.0693706,2033943.25439976
2024-03-07,66832.60301657,2036902.04343717
2024-03-08,68274.11297626,2031649.55086754
2024-03-09,68383.60232481,2031865.19350175
2024-03-10,69002.61673004,2033239.14111862
2024-03-11,72095.36482322,2038503.89593326
2024-03-12,71449.42676328,2036847.4030332
2024-03-13,73102.05491103,2034363.05043639
2024-03-14,71382.33710363,2026388.03779173
2024-03-15,69502.68091413,2013740.63748439
2024-03-16,65276.94832552,2019062.84784452
2024-03-17,68374.65526248,2004311.28609616
2024-03-18,67604.86733354,2002220.30483367
